Title,URL,Description,Regulation Number,Sector,Sub Sector,Regulation Type,Year,status
Tata Kelola dan Kelembagaan Perusahaan Asuransi Berbentuk Usaha Bersama,/id/regulasi/Pages/Tata-Kelola-dan-Kelembagaan-Perusahaan-Asuransi-Berbentuk-Usaha-Bersama.aspx,Peraturan Otoritas Jasa Keuangan Nomor 7 Tahun 2023 tentang Tata Kelola dan Kelembagaan Perusahaan Asuransi Berbentuk Usaha Bersama.,7 Tahun 2023,IKNB,Asuransi,Peraturan OJK,2023,Success
Perubahan Kedua Atas Peraturan Otoritas Jasa Keuangan Nomor 71/POJK.05/2016 Tentang Kesehatan Keuangan Perusahaan Asuransi Dan Perusahaan Reasuransi,/id/regulasi/Pages/Kesehatan-Keuangan-Perusahaan-Asuransi-Dan-Perusahaan-Reasuransi.aspx,Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 5 Tahun 2023 Tentang Perubahan Kedua Atas Peraturan Otoritas Jasa Keuangan Nomor 71/POJK.05/2016 Tentang Kesehatan Keuangan Perusahaan Asuransi Dan Perusahaan Reasuransi.,5 Tahun 2023,IKNB,Asuransi,Peraturan OJK,2023,Success
Perubahan Kedua Atas Peraturan Otoritas Jasa Keuangan Nomor 72/POJK.05/2016 Tentang Kesehatan Keuangan Perusahaan Asuransi dan Perusahaan Reasuransi Dengan Prinsip Syariah,/id/regulasi/Pages/Kesehatan-Keuangan-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-Dengan-Prinsip-Syariah.aspx,Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 6 Tahun 2023 Tentang Perubahan Kedua Atas Peraturan Otoritas Jasa Keuangan Nomor 72/POJK.05/2016 Tentang Kesehatan Keuangan Perusahaan Asuransi Dan Perusahaan Reasuransi Dengan Prinsip Syariah.,6 TAHUN 2023,IKNB,IKNB Syariah,Peraturan OJK,2023,Success
Perubahan Kedua Atas Peraturan Otoritas Jasa Keuangan Nomor 23/POJK.04/2016 Tentang Reksa Dana Berbentuk Kontrak Investasi Kolektif,/id/regulasi/Pages/Reksa-Dana-Berbentuk-Kontrak-Investasi-Kolektif.aspx,Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 4 Tahun 2023 Tentang Perubahan Kedua Atas Peraturan Otoritas Jasa Keuangan Nomor 23/POJK.04/2016 Tentang Reksa Dana Berbentuk Kontrak Investasi Kolektif.,4 TAHUN 2023,Pasar Modal,Reksa Dana,Peraturan OJK,2023,Success
Peningkatan Literasi dan Inklusi Keuangan di Sektor Jasa Keuangan Bagi Konsumen dan Masyarakat,/id/regulasi/Pages/Peningkatan-Literasi-dan-Inklusi-Keuangan-di-Sektor-Jasa-Keuangan-Bagi-Konsumen-dan-Masyarakat.aspx,Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 3 Tahun 2023 Tentang Peningkatan Literasi dan Inklusi Keuangan di Sektor Jasa Keuangan Bagi Konsumen dan Masyarakat.,3 Tahun 2023,EPK,Peraturan Lainnya,Peraturan OJK,2023,Success
Perubahan atas SEOJK Nomor 19/SEOJK.04/2018 tentang Laporan Penerapan Tata Kelola Manajer Investasi,/id/regulasi/Pages/Perubahan-atas-SEOJK-Nomor-19.SEOJK.04.2018-tentang-Laporan-Penerapan-Tata-Kelola-Manajer-Investasi.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 9/SEOJK.04/2023 Tentang Perubahan Atas Surat Edaran Otoritas Jasa Keuangan Nomor 19/SEOJK.04/2018 Tentang Laporan Penerapan Tata Kelola Manajer Investasi.,9/SEOJK.04/2023,Pasar Modal,"Dokumen Publik dan Laporan, Peraturan Lainnya",Surat Edaran OJK,2023,Success
Penyampaian Informasi oleh Emiten dan Perusahaan Publik dalam Rangka Penyusunan Daftar Efek Syariah,/id/regulasi/Pages/Penyampaian-Informasi-oleh-Emiten-dan-Perusahaan-Publik-dalam-Rangka-Penyusunan-Daftar-Efek-Syariah.aspx,Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 8/SEOJK.04/2023 Tentang Penyampaian Informasi Oleh Emiten Atau Perusahaan Publik Dalam Rangka Penyusunan Daftar Efek Syariah.,8/SEOJK.04/2023,Pasar Modal,"Pasar Modal Syariah, Emiten dan Perusahaan Publik",Surat Edaran OJK,2023,Success
Penerapan Tata Kelola Manajer Investasi,/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-10.POJK.04.2018-Tentang-Penerapan-Tata-Kelola-Manajer-Investasi.aspx,Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 2 Tahun 2023 Tentang Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 10/POJK.04/2018 Tentang Penerapan Tata Kelola Manajer Investasi,POJK 2 Tahun 2023,Pasar Modal,"Lembaga Penunjang Pasar Modal, Profesi Penunjang Pasar Modal, Peraturan Lainnya",Peraturan OJK,2023,Success
Kewajiban Penyediaan Modal Minimum Lembaga Pembiayaan Ekspor Indonesia,/id/regulasi/Pages/Kewajiban-Penyediaan-Modal-Minimum-Lembaga-Pembiayaan-Ekspor-Indonesia.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 5/SEOJK.05/2023 Tentang Kewajiban Penyediaan Modal Minimum Lembaga Pembiayaan Ekspor Indonesia.,5/SEOJK.05/2023,IKNB,Lembaga Pembiayaan,Surat Edaran OJK,2023,Success
Perubahan Kegiatan Usaha Bank Umum Konvensional Menjadi Bank Umum Syariah,/id/regulasi/Pages/Perubahan-Kegiatan-Usaha-Bank-Umum-Konvensional-Menjadi-Bank-Umum-Syariah.aspx,Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 6/SEOJK.03/2023 Tentang Perubahan Kegiatan Usaha Bank Umum Konvensional Menjadi Bank Umum Syariah.,6/SEOJK.03/2023,Perbankan,"Bank Umum, Perbankan Syariah",Surat Edaran OJK,2023,Success
Perubahan Kegiatan Usaha Bank Perekonomian Rakyat Menjadi Bank Perekonomian Rakyat Syariah,/id/regulasi/Pages/Perubahan-Kegiatan-Usaha-Bank-Perekonomian-Rakyat-Menjadi-Bank-Perekonomian-Rakyat-Syariah.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 7/SEOJK.03/2023 Tentang Perubahan Kegiatan Usaha Bank Perekonomian Rakyat Menjadi Bank Perekonomian Rakyat Syariah.,7/SEOJK.03/2023,Perbankan,"BPR, Perbankan Syariah",Surat Edaran OJK,2023,Success
Laporan Bulanan Lembaga Pembiayaan Ekspor Indonesia,/id/regulasi/Pages/Laporan-Bulanan-Lembaga-Pembiayaan-Ekspor-Indonesia.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 4/SEOJK.05/2023 Tentang Laporan Bulanan Lembaga Pembiayaan Ekspor Indonesia.,4/SEOJK.05/2023,IKNB,Lembaga Pembiayaan,Surat Edaran OJK,2023,Success
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 5/POJK.05/2013 Tentang Pengawasan Badan Penyelenggara Jaminan Sosial Oleh Otoritas Jasa Keuangan,/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-5.POJK.05.2013-Tentang-Pengawasan-Badan-Penyelenggara-Jaminan-Sosial.aspx,​Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 1 Tahun 2023 Tentang Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 5/POJK.05/2013 Tentang Pengawasan Badan Penyelenggara Jaminan Sosial Oleh Otoritas Jasa Keuangan.,1 Tahun 2023,IKNB,Bank Umum,Peraturan OJK,2023,Success
FAQ Ketentuan Terkait Dana Pensiun Pasca Berlakunya Undang-Undang Nomor 4 Tahun 2023 Tentang Pengembangan dan Penguatan Sektor Keuangan (UU PPSK),/id/regulasi/Pages/FAQ-Pengembangan-dan-Penguatan-Sektor-Keuangan-(UU-PPSK).aspx,Frequently Asked Question (FAQ) Ketentuan terkait Dana Pensiun Pasca Berlakunya Undang-Undang Nomor 4 Tahun 2023 tentang Pengembangan dan Penguatan Sektor Keuangan (UU PPSK).,4 Tahun 2023,"Perbankan, Pasar Modal, IKNB, Syariah",Peraturan Lainnya,Undang-Undang,2023,Success
Laporan Bulanan Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/Laporan-Bulanan-Bank-Pembiayaan-Rakyat-Syariah-2023.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 3/SEOJK.03/2023 Tentang Laporan Bulanan Bank Pembiayaan Rakyat Syariah.,3/SEOJK.03/2023,Perbankan,Perbankan Syariah,Surat Edaran OJK,2023,Success
Pedoman Penyusunan Formulir Modal Kerja Bersih Disesuaikan Serta Penyampaian Dan Validasi Laporan Modal Kerja Bersih Disesuaikan,/id/regulasi/Pages/Pedoman-Penyusunan-Formulir-Modal-Kerja-Bersih-Disesuaikan-Serta-Penyampaian-Dan-Validasi-Laporan-Modal-Kerja-Bersih-Disesu.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 2/SEOJK.04/2023 Tentang Pedoman Penyusunan Formulir Modal Kerja Bersih Disesuaikan Serta Penyampaian dan Validasi Laporan Modal Kerja Bersih Disesuaikan.,2/SEOJK.04/2023,Pasar Modal,Peraturan Lainnya,Surat Edaran OJK,2023,Success
"Laporan Bulanan Perusahaan Penjaminan, Perusahaan Penjaminan Syariah, dan Unit Usaha Syariah","/id/regulasi/Pages/Laporan-Bulanan-Perusahaan-Penjaminan,-Perusahaan-Penjaminan-Syariah,-dan-Unit-Usaha-Syariah.aspx","​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 1/SEOJK.05/2023 Tentang Laporan Bulanan Perusahaan Penjaminan, Perusahaan Penjaminan Syariah, Dan Unit Usaha Syariah.",1/SEOJK.05/2023,IKNB,"IKNB Syariah, Lembaga Kliring dan Penjaminan",Surat Edaran OJK,2023,Success
Pedoman Pelaksanaan Penawaran Efek Yang Bukan Merupakan Penawaran Umum,/id/regulasi/Pages/Pedoman-Pelaksanaan-Penawaran-Efek-Yang-Bukan-Merupakan-Penawaran-Umum.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 33/SEOJK.04/2022 Tentang Pedoman Pelaksanaan Penawaran Efek Yang Bukan Merupakan Penawaran Umum.,33/SEOJK.04/2022,Pasar Modal,Peraturan Lainnya,Surat Edaran OJK,2022,Success
"Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 70/POJK.05/2016 Tentang Penyelenggaraan Usaha Perusahaan Pialang Asuransi, Perusahaan Pialang Reasuransi, Dan Perusahaan Penilai Kerugian Asuransi","/id/regulasi/Pages/Perubahan-POJK-70POJK.052016-Tentang-Penyelenggaraan-Usaha-Perusahaan-Pialang-Asuransi,-Pialang-Reasuransi,-Penilai-Kerugia.aspx","​Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 28 Tahun 2022 Tentang Perubahan Atas POJK Nomor 70/POJK.05/2016 Tentang Penyelenggaraan Usaha Perusahaan Pialang Asuransi, Perusahaan Pialang Reasuransi, Dan Perusahaan Penilai Kerugian Asuransi.",28 Tahun 2022,IKNB,Asuransi,Peraturan OJK,2022,Success
Perubahan Kedua Atas Peraturan Otoritas Jasa Keuangan Nomor 11/POJK.03/2016 Tentang Kewajiban Penyediaan Modal Minimum Bank Umum,/id/regulasi/Pages/Perubahan-Kedua-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-11POJK.032016-Tentang-Kewajiban-Penyediaan-Modal-Minimum-Bank.aspx,​Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 27 Tahun 2022 Tentang Perubahan Kedua Atas POJK Nomor 11/POJK.03/2016 Tentang Kewajiban Penyediaan Modal Minimum Bank Umum.,27 Tahun 2022,Perbankan,Bank Umum,Peraturan OJK,2022,Success
Perubahan Atas Surat Edaran Otoritas Jasa Keuangan Nomor 15/SEOJK.05/2019 Tentang Penilaian Kembali Bagi Pihak Utama Lembaga Jasa Keuangan Non-Bank,/id/regulasi/Pages/Perubahan-Atas-SEOJK-Nomor-15-Seojk.05-2019-Tentang-Penilaian-Kembali-Bagi-Pihak-Utama-Lembaga-Jasa-Keuangan-Non-Bank.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 32/SEOJK.05/2022 Tentang Perubahan Atas SEOJK Nomor 15/SEOJK.05/2019 Tentang Penilaian Kembali Bagi Pihak Utama Lembaga Jasa Keuangan Non-Bank.,32/SEOJK.05/2022,IKNB,"Bank Umum, Peraturan Lainnya",Surat Edaran OJK,2022,Success
Saluran Pemasaran Produk Asuransi Melalui Kerja Sama Dengan Bank (Bancassurance),/id/regulasi/Pages/Saluran-Pemasaran-Produk-Asuransi-Melalui-Kerja-Sama-Dengan-Bank-(Bancassurance).aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 31/SEOJK.05/2022 Tentang Saluran Pemasaran Produk Asuransi Melalui Kerja Sama Dengan Bank (Bancassurance).,31/SEOJK.05/2022,IKNB,Asuransi,Surat Edaran OJK,2022,Success
Perubahan Atas Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 19/SEOJK.05/2020 Tentang Saluran Pemasaran Produk Asuransi,/id/regulasi/Pages/Perubahan-Atas-SEOJK-Republik-Indonesia-Nomor-19-SEOJK.05-2020-Tentang-Saluran-Pemasaran-Produk-Asuransi.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 30/SEOJK.05/2022 Tentang Perubahan Atas SEOJK Republik Indonesia Nomor 19/SEOJK.05/2020 Tentang Saluran Pemasaran Produk Asuransi.,30/SEOJK.05/2022,IKNB,Asuransi,Surat Edaran OJK,2022,Success
Ketahanan dan Keamanan Siber Bagi Bank Umum,/id/regulasi/Pages/Ketahanan-dan-Keamanan-Siber-Bagi-Bank-Umum.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 29/SEOJK.03/2022 Tentang Ketahanan Dan Keamanan Siber Bagi Bank Umum.,29/SEOJK.03/2022,Perbankan,Bank Umum,Surat Edaran OJK,2022,Success
Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/Bank-Pembiayaan-Rakyat-Syariah.aspx,​Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 26 Tahun 2022 Tentang Bank Pembiayaan Rakyat Syariah.,26 Tahun 2022,Perbankan,Perbankan Syariah,Peraturan OJK,2022,Success
Sertifikasi Manajemen Risiko Bagi Sumber Daya Manusia Bank Umum,/id/regulasi/Pages/Sertifikasi-Manajemen-Risiko-Bagi-Sumber-Daya-Manusia-Bank-Umum.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 28/SEOJK.03/2022 Tentang Sertifikasi Manajemen Risiko Bagi Sumber Daya Manusia Bank Umum.,28/SEOJK.03/2022,Perbankan,Bank Umum,Surat Edaran OJK,2022,Success
Lembaga Pengelola Informasi Perkreditan,/id/regulasi/Pages/Lembaga-Pengelola-Informasi-Perkreditan-SEOJK-27-2022.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 27/SEOJK.03/2022 Tentang Lembaga Pengelola Informasi Perkreditan.,27/SEOJK.03/2022,Perbankan,Peraturan Lainnya,Surat Edaran OJK,2022,Success
"Pengawasan Pengelola Program Asuransi Sosial Prajurit Tentara Nasional Indonesia, Anggota Kepolisian Negara Republik Indonesia, dan Pegawai Aparatur Sipil Negara di Lingkungan Kementerian Pertahanan dan Kepolisian Negara Republik Indonesia oleh OJK","/id/regulasi/Pages/Pengawasan-Pengelola-Program-Asuransi-Sosial-Prajurit-TNI,-Anggota-Polri,-dan-Pegawai-ASN-di-Lingkungan-Kemhan-dan-Polri.aspx","​Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 25 Tahun 2022 Tentang Pengawasan Pengelola Program Asuransi Sosial Prajurit TNI, Anggota Polri, dan Pegawai ASN di Lingkungan Kementerian Pertahanan dan Polri Oleh OJK.",25 TAHUN 2022,IKNB,Asuransi,Peraturan OJK,2022,Success
Laporan Pengelolaan Program Jaminan Sosial Ketenagakerjaan Bulanan Bagi Badan Penyelenggara Jaminan Sosial Ketenagakerjaan,/id/regulasi/Pages/Laporan-Pengelolaan-Program-Jaminan-Sosial-Ketenagakerjaan-Bulanan-Bagi-Badan-Penyelenggara-Jaminan-Sosial-Ketenagakerjaan.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 26/SEOJK.05/2022 Tentang Laporan Pengelolaan Program Jaminan Sosial Ketenagakerjaan Bulanan Bagi Badan Penyelenggara Jaminan Sosial Ketenagakerjaan.,26/SEOJK.05/2022,IKNB,Peraturan Lainnya,Surat Edaran OJK,2022,Success
Perlakuan Akuntansi Transaksi Pendanaan Perusahaan Efek,/id/regulasi/Pages/Perlakuan-Akuntansi-Transaksi-Pendanaan-Perusahaan-Efek.aspx,Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 25/SEOJK.04/2022 Tentang Perlakuan Akuntansi Transaksi Pendanaan Perusahaan Efek.,25/SEOJK.04/2022,Pasar Modal,Perusahaan Efek,Surat Edaran OJK,2022,Success
Perlakuan Akuntansi Transaksi Jual Beli Obligasi dan Saham Oleh Perusahaan Efek,/id/regulasi/Pages/Perlakuan-Akuntansi-Transaksi-Jual-Beli-Obligasi-dan-Saham-Oleh-Perusahaan-Efek.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 24/SEOJK.04/2022 Tentang Perlakuan Akuntansi Transaksi Jual Beli Obligasi Dan Saham Oleh Perusahaan Efek.,24/SEOJK.04/2022,Pasar Modal,Perusahaan Efek,Surat Edaran OJK,2022,Success
Perhitungan Aset Tertimbang Menurut Risiko Untuk Risiko Pasar Bagi Bank Umum,/id/regulasi/Pages/Perhitungan-Aset-Tertimbang-Menurut-Risiko-untuk-Risiko-Pasar-Bagi-Bank-Umum.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 23/SEOJK.03/2022 Tentang Perhitungan Aset Tertimbang Menurut Risiko Untuk Risiko Pasar Bagi Bank Umum.,23/SEOJK.03/2022,Perbankan,Bank Umum,Surat Edaran OJK,2022,Success
Laporan Bulanan Perusahaan Perseroan (Persero) PT Bahana Pembinaan Usaha Indonesia,/id/regulasi/Pages/Laporan-Bulanan-Perusahaan-Perseroan-(Persero)-PT-Bahana-Pembinaan-Usaha-Indonesia.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 22/SEOJK.05/2022 Tentang Laporan Bulanan Perusahaan Perseroan (Persero) PT Bahana Pembinaan Usaha Indonesia.,22/SEOJK.05/2022,IKNB,Peraturan Lainnya,Surat Edaran OJK,2022,Success
Pengembangan Kualitas Sumber Daya Manusia Bank Umum,/id/regulasi/Pages/Pengembangan-Kualitas-Sumber-Daya-Manusia-Bank-Umum-.aspx,​Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 24 Tahun 2022 Tentang Pengembangan Kualitas Sumber Daya Manusia Bank Umum.,24 Tahun 2022,Perbankan,Bank Umum,Peraturan OJK,2022,Success
"Permohonan Perizinan, Permohonan Persetujuan, dan Pelaporan Secara Elektronik Bagi Penyelenggara Layanan Pendanaan Bersama Berbasis Teknologi Informasi","/id/regulasi/Pages/Permohonan-Perizinan,-Permohonan-Persetujuan,-dan-Pelaporan-Secara-Elektronik-Bagi-Penyelenggara-Layanan-Pendanaan-Bersama.aspx","​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 21/SEOJK.05/2022 Tentang Permohonan Perizinan, Permohonan Persetujuan, dan Pelaporan Secara Elektronik Bagi Penyelenggara Layanan Pendanaan Bersama Berbasis Teknologi Informasi.",21/SEOJK.05/2022,IKNB,Peraturan Lainnya,Surat Edaran OJK,2022,Success
Batas Maksimum Pemberian Kredit Bank Perkreditan Rakyat dan Batas Maksimum Penyaluran Dana Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/Batas-Maksimum-Pemberian-Kredit-Bank-Perkreditan-Rakyat-dan-Batas-Maksimum-Penyaluran-Dana-Bank-Pembiayaan-Rakyat-Syariah.aspx,​Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 23 Tahun 2022 Tentang Batas Maksimum Pemberian Kredit Bank Perkreditan Rakyat dan Batas Maksimum Penyaluran Dana Bank Pembiayaan Rakyat Syariah.,23 Tahun 2022,Perbankan,"Bank Umum, BPR, Perbankan Syariah",Peraturan OJK,2022,Success
Tata Cara Pengajuan Permohonan Pernyataan Kepailitan dan Penundaan Kewajiban Pembayaran Utang Perusahaan Efek,/id/regulasi/Pages/Tata-Cara-Pengajuan-Permohonan-Pernyataan-Kepailitan-dan-Penundaan-Kewajiban-Pembayaran-Utang-Perusahaan-Efek.aspx,​Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 21 Tahun 2022 Tentang Tata Cara Pengajuan Permohonan Pernyataan Kepailitan dan Penundaan Kewajiban Pembayaran Utang Perusahaan Efek.,21 Tahun 2022,Pasar Modal,Perusahaan Efek,Peraturan OJK,2022,Success
Perubahan Kedua Atas Surat Edaran Otoritas Jasa Keuangan Nomor 20/SEOJK.04/2021 Tentang Kebijakan Stimulus dan Relaksasi Ketentuan Terkait Emiten atau Perusahaan Publik dalam Menjaga Kinerja dan Stabilitas Pasar Modal Akibat Penyebaran Covid-19,/id/regulasi/Pages/Kebijakan-Stimulus-dan-Relaksasi-Ketentuan-Terkait-Emiten-Atau-Perusahaan-Publik-Dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 20/SEOJK.04/2022 Tentang Kebijakan Stimulus dan Relaksasi Ketentuan Terkait Emiten atau Perusahaan Publik dalam Menjaga Kinerja dan Stabilitas Pasar Modal Akibat Penyebaran Covid-19.,20/SEOJK.04/2022,Pasar Modal,Emiten dan Perusahaan Publik,Surat Edaran OJK,2022,Success
Kegiatan Penyertaan Modal Oleh Bank Umum ,/id/regulasi/Pages/Kegiatan-Penyertaan-Modal-Oleh-Bank-Umum-.aspx,Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 22 Tahun 2022 Tentang Kegiatan Penyertaan Modal Oleh Bank Umum.,22 Tahun 2022,Perbankan,Bank Umum,Peraturan OJK,2022,Success
Pengawasan Badan Pengelola Tabungan Perumahan Rakyat Oleh Otoritas Jasa Keuangan,/id/regulasi/Pages/Pengawasan-Badan-Pengelola-Tabungan-Perumahan-Rakyat-Oleh-Otoritas-Jasa-Keuangan.aspx,​Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 20 Tahun 2022 Tentang Pengawasan Badan Pengelola Tabungan Perumahan Rakyat Oleh Otoritas Jasa Keuangan.,20 Tahun 2022,Perbankan,Peraturan Lainnya,Peraturan OJK,2022,Success
Perlakuan Khusus untuk Lembaga Jasa Keuangan Pada Daerah dan Sektor Tertentu di Indonesia yang Terkena Dampak Bencana,/id/regulasi/Pages/Perlakuan-Khusus-untuk-Lembaga-Jasa-Keuangan-Pada-Daerah-dan-Sektor-Tertentu-di-Indonesia-yang-Terkena-Dampak-Bencana.aspx,​Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 19 Tahun 2022 Tentang Perlakuan Khusus untuk Lembaga Jasa Keuangan Pada Daerah dan Sektor Tertentu di Indonesia yang Terkena Dampak Bencana.,19 Tahun 2022,"Perbankan, Pasar Modal, IKNB, Syariah, EPK",Peraturan Lainnya,Peraturan OJK,2022,Success
Tata Cara Penyusunan Rencana Kerja dan Anggaran Tahunan Lembaga Alternatif Penyelesaian Sengketa Sektor Jasa Keuangan,/id/regulasi/Pages/Tata-Cara-Penyusunan-Rencana-Kerja-dan-Anggaran-Tahunan-Lembaga-Alternatif-Penyelesaian-Sengketa-Sektor-Jasa-Keuangan.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 19/SEOJK.07/2022 Tentang Tata Cara Penyusunan Rencana Kerja Dan Anggaran Tahunan Lembaga Alternatif Penyelesaian Sengketa Sektor Jasa Keuangan.,19/SEOJK.07/2022,EPK,Peraturan Lainnya,Surat Edaran OJK,2022,Success
Perintah Tertulis,/id/regulasi/Pages/Perintah-Tertulis.aspx,​Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 18 Tahun 2022 Tentang Perintah Tertulis.,18 Tahun 2022,Perbankan,Peraturan Lainnya,Peraturan OJK,2022,Success
Perubahan Atas Surat Edaran Otoritas Jasa Keuangan Nomor 55/SEOJK.04/2016 Tentang Penyelenggaraan Program Pendidikan Berkelanjutan Bagi Wakil Manajer Investasi,/id/regulasi/Pages/Perubahan-Atas-SEOJK-Nomor-55.SEOJK.04.2016-Tentang-Penyelenggaraan-Program-Pendidikan-Berkelanjutan-Bagi-Wakil-Manajer.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 18/SEOJK.04/2022 Tentangperubahan Atas Surat Edaran Otoritas Jasa Keuangan Nomor 55/SEOJK.04/2016 Tentang Penyelenggaraan Program Pendidikan Berkelanjutan Bagi Wakil Manajer Investasi.,18/SEOJK.04/2022,Pasar Modal,Peraturan Lainnya,Surat Edaran OJK,2022,Success
Pedoman Penerapan Program Anti Pencucian Uang dan Pencegahan Pendanaan Terorisme Bagi Penyelenggara Layanan Urun Dana Berbasis Teknologi Informasi,/id/regulasi/Pages/Pedoman-Penerapan-Program-Anti-Pencucian-Uang-dan-Pencegahan-Pendanaan-Terorisme-Bagi-Penyelenggara-Layanan-Urun-Dana.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 17/SEOJK.04/2022 Tentang Pedoman Penerapan Program Anti Pencucian Uang dan Pencegahan Pendanaan Terorisme Bagi Penyelenggara Layanan Urun Dana Berbasis Teknologi Informasi.,17/SEOJK.04/2022,Pasar Modal,Peraturan Lainnya,Surat Edaran OJK,2022,Success
Penyampaian Laporan Perusahaan Efek Yang Melakukan Kegiatan Usaha Sebagai Penjamin Emisi Efek dan Perantara Pedagang Efek,/id/regulasi/Pages/Penyampaian-Laporan-Perusahaan-Efek-Yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek.aspx,​Surat Edaran Otoritas Jasa Keuangan Nomor 16/SEOJK.04/2022 Tentang Penyampaian Laporan Perusahaan Efek Yang Melakukan Kegiatan Usaha Sebagai Penjamin Emisi Efek dan Perantara Pedagang Efek.,16/SEOJK.04/2022,Pasar Modal,Perusahaan Efek,Surat Edaran OJK,2022,Success
Penilaian Tingkat Kesehatan Lembaga Pembiayaan Ekspor Indonesia,/id/regulasi/Pages/Penilaian-Tingkat-Kesehatan-Lembaga-Pembiayaan-Ekspor-Indonesia.aspx,​Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 15/SEOJK.05/2022 Tentang Penilaian Tingkat Kesehatan Lembaga Pembiayaan Ekspor Indonesia.,15/SEOJK.05/2022,IKNB,Lembaga Pembiayaan,Surat Edaran OJK,2022,Success
Tata Cara Evaluasi dan Penyusunan Peraturan Lembaga Alternatif Penyelesaian Sengketa Sektor Jasa Keuangan,/id/regulasi/Pages/Tata-Cara-Evaluasi-dan-Penyusunan-Peraturan-Lembaga-Alternatif-Penyelesaian-Sengketa-Sektor-Jasa-Keuangan.aspx,Surat Edaran Otoritas Jasa Keuangan Republik Indonesia Nomor 14 /Seojk.07/2022 Tentang Tata Cara Evaluasi Dan Penyusunan Peraturan Lembaga Alternatif Penyelesaian Sengketa Sektor Jasa Keuangan.,14/SEOJK.07/2022,EPK,Peraturan Lainnya,Surat Edaran OJK,2022,Success
